CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 34.039062 1781805688.2529
MEM 34.039062 1781805688.3532
MEM 34.039062 1781805688.4535
MEM 34.039062 1781805688.5538
MEM 34.039062 1781805688.6542
MEM 34.039062 1781805688.7545
MEM 34.039062 1781805688.8548
MEM 34.039062 1781805688.9551
MEM 34.039062 1781805689.0555
MEM 34.039062 1781805689.1558
MEM 34.039062 1781805689.2561
MEM 34.039062 1781805689.3564
MEM 34.039062 1781805689.4567
MEM 34.039062 1781805689.5570
MEM 34.039062 1781805689.6573
MEM 34.039062 1781805689.7576
MEM 34.039062 1781805689.8580
MEM 34.039062 1781805689.9582
MEM 34.039062 1781805690.0585
MEM 34.039062 1781805690.1588
MEM 34.039062 1781805690.2592
MEM 34.039062 1781805690.3594
MEM 34.039062 1781805690.4597
MEM 34.039062 1781805690.5601
MEM 34.039062 1781805690.6604
MEM 34.039062 1781805690.7607
MEM 34.039062 1781805690.8610
MEM 34.039062 1781805690.9613
MEM 34.039062 1781805691.0617
MEM 34.039062 1781805691.1619
MEM 34.039062 1781805691.2622
MEM 34.039062 1781805691.3625
MEM 34.039062 1781805691.4628
MEM 34.039062 1781805691.5631
MEM 34.039062 1781805691.6635
MEM 34.039062 1781805691.7640
MEM 34.039062 1781805691.8643
MEM 34.039062 1781805691.9646
MEM 34.039062 1781805692.0650
MEM 34.039062 1781805692.1653
MEM 34.039062 1781805692.2656
MEM 34.039062 1781805692.3659
MEM 34.039062 1781805692.4662
MEM 34.039062 1781805692.5665
MEM 34.039062 1781805692.6668
MEM 34.039062 1781805692.7672
MEM 34.039062 1781805692.8675
MEM 34.039062 1781805692.9678
MEM 34.039062 1781805693.0683
MEM 34.039062 1781805693.1686
MEM 34.039062 1781805693.2690
MEM 34.039062 1781805693.3693
MEM 34.039062 1781805693.4696
MEM 34.039062 1781805693.5699
MEM 34.039062 1781805693.6701
MEM 34.039062 1781805693.7704
MEM 34.039062 1781805693.8708
MEM 34.039062 1781805693.9711
MEM 34.039062 1781805694.0715
MEM 34.039062 1781805694.1718
MEM 34.039062 1781805694.2721
MEM 34.039062 1781805694.3724
MEM 34.039062 1781805694.4727
MEM 34.039062 1781805694.5731
MEM 34.039062 1781805694.6734
MEM 34.039062 1781805694.7737
MEM 34.039062 1781805694.8741
MEM 34.039062 1781805694.9744
MEM 34.039062 1781805695.0747
MEM 34.039062 1781805695.1751
MEM 34.039062 1781805695.2754
MEM 34.039062 1781805695.3757
MEM 34.039062 1781805695.4760
MEM 34.039062 1781805695.5763
MEM 34.039062 1781805695.6766
MEM 34.039062 1781805695.7769
MEM 34.039062 1781805695.8772
MEM 34.039062 1781805695.9775
MEM 34.039062 1781805696.0778
MEM 34.039062 1781805696.1781
MEM 34.039062 1781805696.2784
MEM 34.039062 1781805696.3787
MEM 34.039062 1781805696.4791
MEM 34.039062 1781805696.5794
MEM 34.039062 1781805696.6797
MEM 34.039062 1781805696.7801
MEM 34.039062 1781805696.8804
MEM 34.039062 1781805696.9807
MEM 34.039062 1781805697.0810
MEM 34.039062 1781805697.1814
MEM 34.039062 1781805697.2817
MEM 34.039062 1781805697.3820
MEM 34.039062 1781805697.4823
MEM 34.039062 1781805697.5826
MEM 34.039062 1781805697.6830
MEM 34.039062 1781805697.7833
MEM 34.039062 1781805697.8836
MEM 34.039062 1781805697.9839
MEM 34.039062 1781805698.0842
MEM 34.039062 1781805698.1845
MEM 34.039062 1781805698.2848
MEM 34.039062 1781805698.3852
MEM 34.039062 1781805698.4855
MEM 34.039062 1781805698.5858
MEM 34.039062 1781805698.6861
MEM 34.039062 1781805698.7865
MEM 34.039062 1781805698.8868
MEM 34.039062 1781805698.9871
MEM 34.039062 1781805699.0874
MEM 34.039062 1781805699.1877
MEM 34.039062 1781805699.2881
MEM 34.039062 1781805699.3884
MEM 34.039062 1781805699.4887
MEM 34.039062 1781805699.5890
MEM 34.054688 1781805699.6893
MEM 34.054688 1781805699.7896
MEM 34.054688 1781805699.8900
MEM 34.054688 1781805699.9903
MEM 34.054688 1781805700.0906
MEM 34.054688 1781805700.1909
MEM 34.054688 1781805700.2912
MEM 34.054688 1781805700.3916
MEM 34.054688 1781805700.4919
MEM 34.054688 1781805700.5922
